Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,Variant,Variant index,lifecycle:transition,description,defectType,phoneType,numberRepairs,defectFixed
418,Archive Repair,System,1970-01-10 06:04:00.000,1970-01-10 06:04:00.000,Variant 1,1,complete,Simulated process instance,,,0,true
419,Register,System,1970-01-10 11:16:00.000,1970-01-10 11:16:00.000,Variant 7,7,complete,Simulated process instance,,,,
419,Analyze Defect,Tester6,1970-01-10 11:16:00.000,1970-01-10 11:23:00.000,Variant 7,7,complete,Simulated process instance,3,T1,,
419,Repair (Simple),SolverS1,1970-01-10 11:28:00.000,1970-01-10 11:35:00.000,Variant 7,7,complete,Simulated process instance,,,,
419,Test Repair,Tester1,1970-01-10 11:35:00.000,1970-01-10 11:42:00.000,Variant 7,7,complete,Simulated process instance,,,1,false
419,Inform User,System,1970-01-10 11:42:00.000,1970-01-10 11:42:00.000,Variant 7,7,complete,Simulated process instance,,,,
419,Restart Repair,System,1970-01-10 11:49:00.000,1970-01-10 11:49:00.000,Variant 7,7,complete,Simulated process instance,,,,
419,Repair (Simple),SolverS2,1970-01-10 11:49:00.000,1970-01-10 12:01:00.000,Variant 7,7,complete,Simulated process instance,,,,
419,Test Repair,Tester2,1970-01-10 12:01:00.000,1970-01-10 12:06:00.000,Variant 7,7,complete,Simulated process instance,,,2,true
419,Archive Repair,System,1970-01-10 12:11:00.000,1970-01-10 12:11:00.000,Variant 7,7,complete,Simulated process instance,,,2,true
42,Register,System,1970-01-02 11:47:00.000,1970-01-02 11:47:00.000,Variant 25,25,complete,Simulated process instance,,,,
42,Analyze Defect,Tester6,1970-01-02 11:47:00.000,1970-01-02 11:54:00.000,Variant 25,25,complete,Simulated process instance,4,T3,,
42,Inform User,System,1970-01-02 12:18:00.000,1970-01-02 12:18:00.000,Variant 25,25,complete,Simulated process instance,,,,
42,Repair (Simple),SolverS1,1970-01-02 12:19:00.000,1970-01-02 12:25:00.000,Variant 25,25,complete,Simulated process instance,,,,
42,Test Repair,Tester1,1970-01-02 12:25:00.000,1970-01-02 12:35:00.000,Variant 25,25,complete,Simulated process instance,,,1,false
42,Restart Repair,System,1970-01-02 12:41:00.000,1970-01-02 12:41:00.000,Variant 25,25,complete,Simulated process instance,,,,
42,Repair (Simple),SolverS2,1970-01-02 12:41:00.000,1970-01-02 12:49:00.000,Variant 25,25,complete,Simulated process instance,,,,
42,Test Repair,Tester1,1970-01-02 12:49:00.000,1970-01-02 12:54:00.000,Variant 25,25,complete,Simulated process instance,,,2,false
42,Restart Repair,System,1970-01-02 13:01:00.000,1970-01-02 13:01:00.000,Variant 25,25,complete,Simulated process instance,,,,
42,Repair (Simple),SolverS2,1970-01-02 13:01:00.000,1970-01-02 13:06:00.000,Variant 25,25,complete,Simulated process instance,,,,
42,Test Repair,Tester2,1970-01-02 13:06:00.000,1970-01-02 13:13:00.000,Variant 25,25,complete,Simulated process instance,,,3,true
42,Archive Repair,System,1970-01-02 13:19:00.000,1970-01-02 13:19:00.000,Variant 25,25,complete,Simulated process instance,,,3,true
420,Register,System,1970-01-09 19:40:00.000,1970-01-09 19:40:00.000,Variant 8,8,complete,Simulated process instance,,,,
420,Analyze Defect,Tester2,1970-01-09 19:40:00.000,1970-01-09 19:49:00.000,Variant 8,8,complete,Simulated process instance,2,T1,,
420,Repair (Simple),SolverS1,1970-01-09 19:50:00.000,1970-01-09 19:55:00.000,Variant 8,8,complete,Simulated process instance,,,,
420,Test Repair,Tester2,1970-01-09 19:55:00.000,1970-01-09 20:01:00.000,Variant 8,8,complete,Simulated process instance,,,1,false
420,Restart Repair,System,1970-01-09 20:11:00.000,1970-01-09 20:11:00.000,Variant 8,8,complete,Simulated process instance,,,,
420,Repair (Simple),SolverS3,1970-01-09 20:11:00.000,1970-01-09 20:27:00.000,Variant 8,8,complete,Simulated process instance,,,,
420,Inform User,System,1970-01-09 20:26:00.000,1970-01-09 20:26:00.000,Variant 8,8,complete,Simulated process instance,,,,
420,Test Repair,Tester2,1970-01-09 20:27:00.000,1970-01-09 20:37:00.000,Variant 8,8,complete,Simulated process instance,,,2,true
420,Archive Repair,System,1970-01-09 20:46:00.000,1970-01-09 20:46:00.000,Variant 8,8,complete,Simulated process instance,,,2,true
421,Register,System,1970-01-11 06:48:00.000,1970-01-11 06:48:00.000,Variant 5,5,complete,Simulated process instance,,,,
421,Analyze Defect,Tester5,1970-01-11 06:48:00.000,1970-01-11 06:56:00.000,Variant 5,5,complete,Simulated process instance,4,T1,,
421,Repair (Simple),SolverS3,1970-01-11 07:17:00.000,1970-01-11 07:35:00.000,Variant 5,5,complete,Simulated process instance,,,,
421,Inform User,System,1970-01-11 07:30:00.000,1970-01-11 07:30:00.000,Variant 5,5,complete,Simulated process instance,,,,
421,Test Repair,Tester3,1970-01-11 07:35:00.000,1970-01-11 07:41:00.000,Variant 5,5,complete,Simulated process instance,,,1,true
421,Archive Repair,System,1970-01-11 07:49:00.000,1970-01-11 07:49:00.000,Variant 5,5,complete,Simulated process instance,,,1,true
422,Register,System,1970-01-10 22:25:00.000,1970-01-10 22:25:00.000,Variant 9,9,complete,Simulated process instance,,,,
422,Analyze Defect,Tester4,1970-01-10 22:25:00.000,1970-01-10 22:32:00.000,Variant 9,9,complete,Simulated process instance,6,T1,,
422,Inform User,System,1970-01-10 22:49:00.000,1970-01-10 22:49:00.000,Variant 9,9,complete,Simulated process instance,,,,
422,Repair (Simple),SolverS3,1970-01-10 22:56:00.000,1970-01-10 23:06:00.000,Variant 9,9,complete,Simulated process instance,,,,
422,Test Repair,Tester5,1970-01-10 23:06:00.000,1970-01-10 23:12:00.000,Variant 9,9,complete,Simulated process instance,,,1,true
422,Archive Repair,System,1970-01-10 23:20:00.000,1970-01-10 23:20:00.000,Variant 9,9,complete,Simulated process instance,,,1,true
423,Register,System,1970-01-10 02:50:00.000,1970-01-10 02:50:00.000,Variant 7,7,complete,Simulated process instance,,,,
423,Analyze Defect,Tester6,1970-01-10 02:50:00.000,1970-01-10 02:59:00.000,Variant 7,7,complete,Simulated process instance,4,T1,,
423,Repair (Simple),SolverS1,1970-01-10 03:19:00.000,1970-01-10 03:24:00.000,Variant 7,7,complete,Simulated process instance,,,,
423,Test Repair,Tester5,1970-01-10 03:24:00.000,1970-01-10 03:32:00.000,Variant 7,7,complete,Simulated process instance,,,1,false
423,Inform User,System,1970-01-10 03:39:00.000,1970-01-10 03:39:00.000,Variant 7,7,complete,Simulated process instance,,,,
423,Restart Repair,System,1970-01-10 03:41:00.000,1970-01-10 03:41:00.000,Variant 7,7,complete,Simulated process instance,,,,
423,Repair (Simple),SolverS3,1970-01-10 03:41:00.000,1970-01-10 03:58:00.000,Variant 7,7,complete,Simulated process instance,,,,
423,Test Repair,Tester3,1970-01-10 03:58:00.000,1970-01-10 04:08:00.000,Variant 7,7,complete,Simulated process instance,,,2,true
423,Archive Repair,System,1970-01-10 04:13:00.000,1970-01-10 04:13:00.000,Variant 7,7,complete,Simulated process instance,,,2,true
424,Register,System,1970-01-10 04:02:00.000,1970-01-10 04:02:00.000,Variant 2,2,complete,Simulated process instance,,,,
424,Analyze Defect,Tester1,1970-01-10 04:02:00.000,1970-01-10 04:08:00.000,Variant 2,2,complete,Simulated process instance,7,T3,,
424,Repair (Complex),SolverC2,1970-01-10 04:28:00.000,1970-01-10 04:38:00.000,Variant 2,2,complete,Simulated process instance,,,,
424,Test Repair,Tester3,1970-01-10 04:38:00.000,1970-01-10 04:47:00.000,Variant 2,2,complete,Simulated process instance,,,0,true
424,Inform User,System,1970-01-10 04:44:00.000,1970-01-10 04:44:00.000,Variant 2,2,complete,Simulated process instance,,,,
424,Archive Repair,System,1970-01-10 04:52:00.000,1970-01-10 04:52:00.000,Variant 2,2,complete,Simulated process instance,,,0,true
425,Register,System,1970-01-10 21:43:00.000,1970-01-10 21:43:00.000,Variant 2,2,complete,Simulated process instance,,,,
425,Analyze Defect,Tester3,1970-01-10 21:43:00.000,1970-01-10 21:51:00.000,Variant 2,2,complete,Simulated process instance,6,T2,,
425,Repair (Complex),SolverC2,1970-01-10 22:02:00.000,1970-01-10 22:18:00.000,Variant 2,2,complete,Simulated process instance,,,,
425,Test Repair,Tester3,1970-01-10 22:18:00.000,1970-01-10 22:24:00.000,Variant 2,2,complete,Simulated process instance,,,0,true
425,Inform User,System,1970-01-10 22:36:00.000,1970-01-10 22:36:00.000,Variant 2,2,complete,Simulated process instance,,,,
425,Archive Repair,System,1970-01-10 22:36:00.000,1970-01-10 22:36:00.000,Variant 2,2,complete,Simulated process instance,,,0,true
426,Register,System,1970-01-10 03:21:00.000,1970-01-10 03:21:00.000,Variant 6,6,complete,Simulated process instance,,,,
426,Analyze Defect,Tester2,1970-01-10 03:21:00.000,1970-01-10 03:29:00.000,Variant 6,6,complete,Simulated process instance,4,T3,,
426,Repair (Simple),SolverS1,1970-01-10 03:51:00.000,1970-01-10 03:56:00.000,Variant 6,6,complete,Simulated process instance,,,,
426,Test Repair,Tester4,1970-01-10 03:56:00.000,1970-01-10 04:04:00.000,Variant 6,6,complete,Simulated process instance,,,1,false
426,Inform User,System,1970-01-10 04:06:00.000,1970-01-10 04:06:00.000,Variant 6,6,complete,Simulated process instance,,,,
426,Restart Repair,System,1970-01-10 04:13:00.000,1970-01-10 04:13:00.000,Variant 6,6,complete,Simulated process instance,,,,
426,Repair (Simple),SolverS1,1970-01-10 04:13:00.000,1970-01-10 04:18:00.000,Variant 6,6,complete,Simulated process instance,,,,
426,Test Repair,Tester2,1970-01-10 04:18:00.000,1970-01-10 04:28:00.000,Variant 6,6,complete,Simulated process instance,,,2,false
426,Restart Repair,System,1970-01-10 04:37:00.000,1970-01-10 04:37:00.000,Variant 6,6,complete,Simulated process instance,,,,
426,Repair (Simple),SolverS3,1970-01-10 04:37:00.000,1970-01-10 04:57:00.000,Variant 6,6,complete,Simulated process instance,,,,
426,Test Repair,Tester3,1970-01-10 04:57:00.000,1970-01-10 05:06:00.000,Variant 6,6,complete,Simulated process instance,,,3,true
426,Archive Repair,System,1970-01-10 05:12:00.000,1970-01-10 05:12:00.000,Variant 6,6,complete,Simulated process instance,,,3,true
427,Register,System,1970-01-10 15:17:00.000,1970-01-10 15:17:00.000,Variant 5,5,complete,Simulated process instance,,,,
427,Analyze Defect,Tester2,1970-01-10 15:17:00.000,1970-01-10 15:27:00.000,Variant 5,5,complete,Simulated process instance,3,T1,,
427,Repair (Simple),SolverS3,1970-01-10 15:56:00.000,1970-01-10 16:07:00.000,Variant 5,5,complete,Simulated process instance,,,,
427,Inform User,System,1970-01-10 16:02:00.000,1970-01-10 16:02:00.000,Variant 5,5,complete,Simulated process instance,,,,
427,Test Repair,Tester3,1970-01-10 16:07:00.000,1970-01-10 16:15:00.000,Variant 5,5,complete,Simulated process instance,,,1,true
427,Archive Repair,System,1970-01-10 16:23:00.000,1970-01-10 16:23:00.000,Variant 5,5,complete,Simulated process instance,,,1,true
428,Register,System,1970-01-10 20:06:00.000,1970-01-10 20:06:00.000,Variant 1,1,complete,Simulated process instance,,,,
428,Analyze Defect,Tester5,1970-01-10 20:06:00.000,1970-01-10 20:15:00.000,Variant 1,1,complete,Simulated process instance,10,T1,,
428,Repair (Complex),SolverC3,1970-01-10 20:24:00.000,1970-01-10 21:05:00.000,Variant 1,1,complete,Simulated process instance,,,,
428,Inform User,System,1970-01-10 20:30:00.000,1970-01-10 20:30:00.000,Variant 1,1,complete,Simulated process instance,,,,
428,Test Repair,Tester5,1970-01-10 21:05:00.000,1970-01-10 21:10:00.000,Variant 1,1,complete,Simulated process instance,,,0,true
428,Archive Repair,System,1970-01-10 21:17:00.000,1970-01-10 21:17:00.000,Variant 1,1,complete,Simulated process instance,,,0,true
429,Register,System,1970-01-11 03:52:00.000,1970-01-11 03:52:00.000,Variant 3,3,complete,Simulated process instance,,,,
429,Analyze Defect,Tester2,1970-01-11 03:52:00.000,1970-01-11 04:01:00.000,Variant 3,3,complete,Simulated process instance,4,T1,,
429,Repair (Simple),SolverS2,1970-01-11 04:26:00.000,1970-01-11 04:34:00.000,Variant 3,3,complete,Simulated process instance,,,,
429,Test Repair,Tester5,1970-01-11 04:34:00.000,1970-01-11 04:40:00.000,Variant 3,3,complete,Simulated process instance,,,1,true
429,Inform User,System,1970-01-11 04:49:00.000,1970-01-11 04:49:00.000,Variant 3,3,complete,Simulated process instance,,,,
429,Archive Repair,System,1970-01-11 04:49:00.000,1970-01-11 04:49:00.000,Variant 3,3,complete,Simulated process instance,,,1,true
43,Register,System,1970-01-02 18:00:00.000,1970-01-02 18:00:00.000,Variant 14,14,complete,Simulated process instance,,,,
43,Analyze Defect,Tester4,1970-01-02 18:00:00.000,1970-01-02 18:07:00.000,Variant 14,14,complete,Simulated process instance,2,T1,,
43,Repair (Simple),SolverS1,1970-01-02 18:23:00.000,1970-01-02 18:29:00.000,Variant 14,14,complete,Simulated process instance,,,,
43,Test Repair,Tester5,1970-01-02 18:29:00.000,1970-01-02 18:36:00.000,Variant 14,14,complete,Simulated process instance,,,1,false
43,Restart Repair,System,1970-01-02 18:43:00.000,1970-01-02 18:43:00.000,Variant 14,14,complete,Simulated process instance,,,,
43,Repair (Simple),SolverS1,1970-01-02 18:43:00.000,1970-01-02 18:49:00.000,Variant 14,14,complete,Simulated process instance,,,,
43,Test Repair,Tester6,1970-01-02 18:49:00.000,1970-01-02 18:57:00.000,Variant 14,14,complete,Simulated process instance,,,2,false
43,Inform User,System,1970-01-02 18:53:00.000,1970-01-02 18:53:00.000,Variant 14,14,complete,Simulated process instance,,,,
43,Restart Repair,System,1970-01-02 19:06:00.000,1970-01-02 19:06:00.000,Variant 14,14,complete,Simulated process instance,,,,
43,Repair (Simple),SolverS2,1970-01-02 19:06:00.000,1970-01-02 19:16:00.000,Variant 14,14,complete,Simulated process instance,,,,
43,Test Repair,Tester2,1970-01-02 19:16:00.000,1970-01-02 19:22:00.000,Variant 14,14,complete,Simulated process instance,,,3,true
43,Archive Repair,System,1970-01-02 19:32:00.000,1970-01-02 19:32:00.000,Variant 14,14,complete,Simulated process instance,,,3,true
430,Register,System,1970-01-10 09:03:00.000,1970-01-10 09:03:00.000,Variant 2,2,complete,Simulated process instance,,,,
430,Analyze Defect,Tester2,1970-01-10 09:03:00.000,1970-01-10 09:10:00.000,Variant 2,2,complete,Simulated process instance,6,T3,,
430,Repair (Complex),SolverC1,1970-01-10 09:33:00.000,1970-01-10 09:44:00.000,Variant 2,2,complete,Simulated process instance,,,,
430,Test Repair,Tester3,1970-01-10 09:44:00.000,1970-01-10 09:52:00.000,Variant 2,2,complete,Simulated process instance,,,0,true
430,Inform User,System,1970-01-10 09:59:00.000,1970-01-10 09:59:00.000,Variant 2,2,complete,Simulated process instance,,,,
430,Archive Repair,System,1970-01-10 10:01:00.000,1970-01-10 10:01:00.000,Variant 2,2,complete,Simulated process instance,,,0,true
431,Register,System,1970-01-10 12:10:00.000,1970-01-10 12:10:00.000,Variant 2,2,complete,Simulated process instance,,,,
431,Analyze Defect,Tester3,1970-01-10 12:10:00.000,1970-01-10 12:20:00.000,Variant 2,2,complete,Simulated process instance,7,T1,,
431,Repair (Complex),SolverC2,1970-01-10 12:40:00.000,1970-01-10 12:56:00.000,Variant 2,2,complete,Simulated process instance,,,,
431,Test Repair,Tester6,1970-01-10 12:56:00.000,1970-01-10 13:03:00.000,Variant 2,2,complete,Simulated process instance,,,0,true
431,Inform User,System,1970-01-10 13:03:00.000,1970-01-10 13:03:00.000,Variant 2,2,complete,Simulated process instance,,,,
431,Archive Repair,System,1970-01-10 13:08:00.000,1970-01-10 13:08:00.000,Variant 2,2,complete,Simulated process instance,,,0,true
432,Register,System,1970-01-11 06:27:00.000,1970-01-11 06:27:00.000,Variant 4,4,complete,Simulated process instance,,,,
432,Analyze Defect,Tester3,1970-01-11 06:27:00.000,1970-01-11 06:32:00.000,Variant 4,4,complete,Simulated process instance,8,T2,,
432,Inform User,System,1970-01-11 06:54:00.000,1970-01-11 06:54:00.000,Variant 4,4,complete,Simulated process instance,,,,
432,Repair (Complex),SolverC2,1970-01-11 06:55:00.000,1970-01-11 07:10:00.000,Variant 4,4,complete,Simulated process instance,,,,
432,Test Repair,Tester3,1970-01-11 07:10:00.000,1970-01-11 07:19:00.000,Variant 4,4,complete,Simulated process instance,,,0,true
432,Archive Repair,System,1970-01-11 07:24:00.000,1970-01-11 07:24:00.000,Variant 4,4,complete,Simulated process instance,,,0,true
433,Register,System,1970-01-11 10:06:00.000,1970-01-11 10:06:00.000,Variant 5,5,complete,Simulated process instance,,,,
433,Analyze Defect,Tester6,1970-01-11 10:06:00.000,1970-01-11 10:15:00.000,Variant 5,5,complete,Simulated process instance,6,T2,,
433,Repair (Simple),SolverS2,1970-01-11 10:40:00.000,1970-01-11 10:45:00.000,Variant 5,5,complete,Simulated process instance,,,,
433,Inform User,System,1970-01-11 10:45:00.000,1970-01-11 10:45:00.000,Variant 5,5,complete,Simulated process instance,,,,
433,Test Repair,Tester6,1970-01-11 10:45:00.000,1970-01-11 10:55:00.000,Variant 5,5,complete,Simulated process instance,,,1,true
433,Archive Repair,System,1970-01-11 11:00:00.000,1970-01-11 11:00:00.000,Variant 5,5,complete,Simulated process instance,,,1,true
434,Register,System,1970-01-10 06:47:00.000,1970-01-10 06:47:00.000,Variant 24,24,complete,Simulated process instance,,,,
434,Analyze Defect,Tester1,1970-01-10 06:47:00.000,1970-01-10 06:56:00.000,Variant 24,24,complete,Simulated process instance,5,T3,,
434,Repair (Simple),SolverS1,1970-01-10 07:15:00.000,1970-01-10 07:21:00.000,Variant 24,24,complete,Simulated process instance,,,,
434,Test Repair,Tester3,1970-01-10 07:21:00.000,1970-01-10 07:29:00.000,Variant 24,24,complete,Simulated process instance,,,1,false
434,Inform User,System,1970-01-10 07:32:00.000,1970-01-10 07:32:00.000,Variant 24,24,complete,Simulated process instance,,,,
434,Restart Repair,System,1970-01-10 07:34:00.000,1970-01-10 07:34:00.000,Variant 24,24,complete,Simulated process instance,,,,
434,Repair (Complex),SolverC2,1970-01-10 07:34:00.000,1970-01-10 07:49:00.000,Variant 24,24,complete,Simulated process instance,,,,
434,Test Repair,Tester5,1970-01-10 07:49:00.000,1970-01-10 07:57:00.000,Variant 24,24,complete,Simulated process instance,,,1,true
434,Archive Repair,System,1970-01-10 08:04:00.000,1970-01-10 08:04:00.000,Variant 24,24,complete,Simulated process instance,,,1,true
435,Register,System,1970-01-10 22:52:00.000,1970-01-10 22:52:00.000,Variant 1,1,complete,Simulated process instance,,,,
435,Analyze Defect,Tester1,1970-01-10 22:52:00.000,1970-01-10 23:01:00.000,Variant 1,1,complete,Simulated process instance,8,T3,,
435,Repair (Complex),SolverC3,1970-01-10 23:17:00.000,1970-01-10 23:59:00.000,Variant 1,1,complete,Simulated process instance,,,,
435,Inform User,System,1970-01-10 23:36:00.000,1970-01-10 23:36:00.000,Variant 1,1,complete,Simulated process instance,,,,
435,Test Repair,Tester3,1970-01-10 23:59:00.000,1970-01-11 00:05:00.000,Variant 1,1,complete,Simulated process instance,,,0,true
435,Archive Repair,System,1970-01-11 00:13:00.000,1970-01-11 00:13:00.000,Variant 1,1,complete,Simulated process instance,,,0,true
436,Register,System,1970-01-10 16:34:00.000,1970-01-10 16:34:00.000,Variant 3,3,complete,Simulated process instance,,,,
436,Analyze Defect,Tester6,1970-01-10 16:34:00.000,1970-01-10 16:39:00.000,Variant 3,3,complete,Simulated process instance,4,T1,,
436,Repair (Simple),SolverS2,1970-01-10 16:41:00.000,1970-01-10 16:54:00.000,Variant 3,3,complete,Simulated process instance,,,,
436,Test Repair,Tester5,1970-01-10 16:54:00.000,1970-01-10 17:01:00.000,Variant 3,3,complete,Simulated process instance,,,1,true
436,Inform User,System,1970-01-10 16:57:00.000,1970-01-10 16:57:00.000,Variant 3,3,complete,Simulated process instance,,,,
436,Archive Repair,System,1970-01-10 17:10:00.000,1970-01-10 17:10:00.000,Variant 3,3,complete,Simulated process instance,,,1,true
437,Register,System,1970-01-10 11:27:00.000,1970-01-10 11:27:00.000,Variant 2,2,complete,Simulated process instance,,,,
437,Analyze Defect,Tester5,1970-01-10 11:27:00.000,1970-01-10 11:36:00.000,Variant 2,2,complete,Simulated process instance,8,T1,,
437,Repair (Complex),SolverC1,1970-01-10 11:44:00.000,1970-01-10 11:56:00.000,Variant 2,2,complete,Simulated process instance,,,,
437,Test Repair,Tester1,1970-01-10 11:56:00.000,1970-01-10 12:06:00.000,Variant 2,2,complete,Simulated process instance,,,0,true
437,Inform User,System,1970-01-10 12:12:00.000,1970-01-10 12:12:00.000,Variant 2,2,complete,Simulated process instance,,,,
437,Archive Repair,System,1970-01-10 12:15:00.000,1970-01-10 12:15:00.000,Variant 2,2,complete,Simulated process instance,,,0,true
438,Register,System,1970-01-10 11:40:00.000,1970-01-10 11:40:00.000,Variant 9,9,complete,Simulated process instance,,,,
438,Analyze Defect,Tester2,1970-01-10 11:40:00.000,1970-01-10 11:46:00.000,Variant 9,9,complete,Simulated process instance,1,T3,,
438,Inform User,System,1970-01-10 12:01:00.000,1970-01-10 12:01:00.000,Variant 9,9,complete,Simulated process instance,,,,
438,Repair (Simple),SolverS3,1970-01-10 12:10:00.000,1970-01-10 12:20:00.000,Variant 9,9,complete,Simulated process instance,,,,
438,Test Repair,Tester3,1970-01-10 12:20:00.000,1970-01-10 12:30:00.000,Variant 9,9,complete,Simulated process instance,,,1,true
438,Archive Repair,System,1970-01-10 12:40:00.000,1970-01-10 12:40:00.000,Variant 9,9,complete,Simulated process instance,,,1,true
439,Register,System,1970-01-11 14:56:00.000,1970-01-11 14:56:00.000,Variant 3,3,complete,Simulated process instance,,,,
439,Analyze Defect,Tester3,1970-01-11 14:56:00.000,1970-01-11 15:06:00.000,Variant 3,3,complete,Simulated process instance,3,T3,,
439,Repair (Simple),SolverS2,1970-01-11 15:07:00.000,1970-01-11 15:19:00.000,Variant 3,3,complete,Simulated process instance,,,,
439,Test Repair,Tester2,1970-01-11 15:19:00.000,1970-01-11 15:28:00.000,Variant 3,3,complete,Simulated process instance,,,1,true
439,Inform User,System,1970-01-11 15:40:00.000,1970-01-11 15:40:00.000,Variant 3,3,complete,Simulated process instance,,,,
439,Archive Repair,System,1970-01-11 15:40:00.000,1970-01-11 15:40:00.000,Variant 3,3,complete,Simulated process instance,,,1,true
44,Register,System,1970-01-03 07:38:00.000,1970-01-03 07:38:00.000,Variant 2,2,complete,Simulated process instance,,,,
44,Analyze Defect,Tester6,1970-01-03 07:38:00.000,1970-01-03 07:46:00.000,Variant 2,2,complete,Simulated process instance,9,T2,,
44,Repair (Complex),SolverC2,1970-01-03 07:50:00.000,1970-01-03 08:04:00.000,Variant 2,2,complete,Simulated process instance,,,,
44,Test Repair,Tester3,1970-01-03 08:04:00.000,1970-01-03 08:11:00.000,Variant 2,2,complete,Simulated process instance,,,0,true
44,Inform User,System,1970-01-03 08:09:00.000,1970-01-03 08:09:00.000,Variant 2,2,complete,Simulated process instance,,,,
44,Archive Repair,System,1970-01-03 08:20:00.000,1970-01-03 08:20:00.000,Variant 2,2,complete,Simulated process instance,,,0,true
440,Register,System,1970-01-10 18:42:00.000,1970-01-10 18:42:00.000,Variant 1,1,complete,Simulated process instance,,,,
440,Analyze Defect,Tester4,1970-01-10 18:42:00.000,1970-01-10 18:47:00.000,Variant 1,1,complete,Simulated process instance,10,T1,,
440,Repair (Complex),SolverC3,1970-01-10 19:03:00.000,1970-01-10 19:52:00.000,Variant 1,1,complete,Simulated process instance,,,,
440,Inform User,System,1970-01-10 19:37:00.000,1970-01-10 19:37:00.000,Variant 1,1,complete,Simulated process instance,,,,
440,Test Repair,Tester1,1970-01-10 19:52:00.000,1970-01-10 20:01:00.000,Variant 1,1,complete,Simulated process instance,,,0,true
440,Archive Repair,System,1970-01-10 20:09:00.000,1970-01-10 20:09:00.000,Variant 1,1,complete,Simulated process instance,,,0,true
441,Register,System,1970-01-11 00:07:00.000,1970-01-11 00:07:00.000,Variant 5,5,complete,Simulated process instance,,,,
441,Analyze Defect,Tester4,1970-01-11 00:07:00.000,1970-01-11 00:13:00.000,Variant 5,5,complete,Simulated process instance,2,T3,,
441,Repair (Simple),SolverS2,1970-01-11 00:31:00.000,1970-01-11 00:40:00.000,Variant 5,5,complete,Simulated process instance,,,,
441,Inform User,System,1970-01-11 00:33:00.000,1970-01-11 00:33:00.000,Variant 5,5,complete,Simulated process instance,,,,
441,Test Repair,Tester2,1970-01-11 00:40:00.000,1970-01-11 00:50:00.000,Variant 5,5,complete,Simulated process instance,,,1,true
441,Archive Repair,System,1970-01-11 00:55:00.000,1970-01-11 00:55:00.000,Variant 5,5,complete,Simulated process instance,,,1,true
442,Register,System,1970-01-11 00:25:00.000,1970-01-11 00:25:00.000,Variant 2,2,complete,Simulated process instance,,,,
442,Analyze Defect,Tester1,1970-01-11 00:25:00.000,1970-01-11 00:31:00.000,Variant 2,2,complete,Simulated process instance,6,T3,,
442,Repair (Complex),SolverC2,1970-01-11 00:32:00.000,1970-01-11 00:43:00.000,Variant 2,2,complete,Simulated process instance,,,,
442,Test Repair,Tester6,1970-01-11 00:43:00.000,1970-01-11 00:51:00.000,Variant 2,2,complete,Simulated process instance,,,0,true
442,Inform User,System,1970-01-11 01:20:00.000,1970-01-11 01:20:00.000,Variant 2,2,complete,Simulated process instance,,,,
442,Archive Repair,System,1970-01-11 01:20:00.000,1970-01-11 01:20:00.000,Variant 2,2,complete,Simulated process instance,,,0,true
443,Register,System,1970-01-11 12:18:00.000,1970-01-11 12:18:00.000,Variant 20,20,complete,Simulated process instance,,,,
443,Analyze Defect,Tester3,1970-01-11 12:18:00.000,1970-01-11 12:23:00.000,Variant 20,20,complete,Simulated process instance,6,T3,,
443,Repair (Simple),SolverS1,1970-01-11 12:25:00.000,1970-01-11 12:32:00.000,Variant 20,20,complete,Simulated process instance,,,,
443,Test Repair,Tester1,1970-01-11 12:32:00.000,1970-01-11 12:37:00.000,Variant 20,20,complete,Simulated process instance,,,1,false
443,Restart Repair,System,1970-01-11 12:44:00.000,1970-01-11 12:44:00.000,Variant 20,20,complete,Simulated process instance,,,,
443,Repair (Complex),SolverC2,1970-01-11 12:44:00.000,1970-01-11 12:59:00.000,Variant 20,20,complete,Simulated process instance,,,,
443,Inform User,System,1970-01-11 12:48:00.000,1970-01-11 12:48:00.000,Variant 20,20,complete,Simulated process instance,,,,
443,Test Repair,Tester4,1970-01-11 12:59:00.000,1970-01-11 13:07:00.000,Variant 20,20,complete,Simulated process instance,,,1,true
443,Archive Repair,System,1970-01-11 13:14:00.000,1970-01-11 13:14:00.000,Variant 20,20,complete,Simulated process instance,,,1,true
444,Register,System,1970-01-10 15:38:00.000,1970-01-10 15:38:00.000,Variant 1,1,complete,Simulated process instance,,,,
444,Analyze Defect,Tester3,1970-01-10 15:38:00.000,1970-01-10 15:48:00.000,Variant 1,1,complete,Simulated process instance,8,T3,,
444,Repair (Complex),SolverC1,1970-01-10 16:13:00.000,1970-01-10 16:33:00.000,Variant 1,1,complete,Simulated process instance,,,,
444,Inform User,System,1970-01-10 16:22:00.000,1970-01-10 16:22:00.000,Variant 1,1,complete,Simulated process instance,,,,
444,Test Repair,Tester5,1970-01-10 16:33:00.000,1970-01-10 16:38:00.000,Variant 1,1,complete,Simulated process instance,,,0,true
444,Archive Repair,System,1970-01-10 16:44:00.000,1970-01-10 16:44:00.000,Variant 1,1,complete,Simulated process instance,,,0,true
445,Register,System,1970-01-11 08:24:00.000,1970-01-11 08:24:00.000,Variant 1,1,complete,Simulated process instance,,,,
445,Analyze Defect,Tester1,1970-01-11 08:24:00.000,1970-01-11 08:31:00.000,Variant 1,1,complete,Simulated process instance,7,T2,,
